Date,County,Precip
2014-11,Fresno,1.29
2014-12,Fresno,3.48
2015-01,Fresno,0.19
2015-02,Fresno,1.89
2015-03,Fresno,0.28
2015-04,Fresno,1.01
2015-05,Fresno,1.02
2015-06,Fresno,0.18
2015-07,Fresno,0.56
2015-08,Fresno,0.02
2015-09,Fresno,0.16
2015-10,Fresno,1.16
2015-11,Fresno,2.55
2015-12,Fresno,3.21
2016-01,Fresno,5.47
2016-02,Fresno,1.2
2016-03,Fresno,3.34
2016-04,Fresno,1.94
2016-05,Fresno,0.64
2016-06,Fresno,0.25
2016-07,Fresno,0.0
2016-08,Fresno,0.02
2016-09,Fresno,0.07
2016-10,Fresno,1.78
2016-11,Fresno,1.4
2016-12,Fresno,3.49
2017-01,Fresno,12.17
2017-02,Fresno,7.34
2017-03,Fresno,1.67
2017-04,Fresno,3.01
2017-05,Fresno,0.51
2017-06,Fresno,0.09
2017-07,Fresno,0.01
2017-08,Fresno,0.23
2017-09,Fresno,0.45
2017-10,Fresno,0.15
2017-11,Fresno,1.43
2017-12,Fresno,0.1
2018-01,Fresno,2.1
2018-02,Fresno,0.49
2018-03,Fresno,7.01
2018-04,Fresno,1.71
2018-05,Fresno,0.26
2018-06,Fresno,0.0
2018-07,Fresno,0.25
2018-08,Fresno,0.0
2018-09,Fresno,0.02
2018-10,Fresno,0.49
2018-11,Fresno,3.28
2018-12,Fresno,1.26
2019-01,Fresno,4.01
2019-02,Fresno,7.15
2019-03,Fresno,3.95
2019-04,Fresno,0.63
2019-05,Fresno,3.52
2019-06,Fresno,0.08
2019-07,Fresno,0.07
2019-08,Fresno,0.0
2019-09,Fresno,0.01
2019-10,Fresno,0.0
2019-11,Fresno,2.01
2019-12,Fresno,3.69
2020-01,Fresno,0.7
2020-02,Fresno,0.23
2020-03,Fresno,3.39
2020-04,Fresno,2.76
2020-05,Fresno,0.53
2020-06,Fresno,0.04
2020-07,Fresno,0.0
2020-08,Fresno,0.02
2020-09,Fresno,0.0
2020-10,Fresno,0.0
2020-11,Fresno,0.76
2020-12,Fresno,1.19
2021-01,Fresno,3.97
2021-02,Fresno,0.53
2021-03,Fresno,2.01
2021-04,Fresno,0.18
2021-05,Fresno,0.04
2021-06,Fresno,0.01
2021-07,Fresno,0.06
2021-08,Fresno,0.05
2021-09,Fresno,0.03
2021-10,Fresno,2.45
2013-01,Glenn,1.69
2013-02,Glenn,0.46
2013-03,Glenn,1.33
2013-04,Glenn,1.06
2013-05,Glenn,0.31
2013-06,Glenn,0.4
2013-07,Glenn,0.01
2013-08,Glenn,0.0
2013-09,Glenn,1.23
2013-10,Glenn,0.02
2013-11,Glenn,0.87
2013-12,Glenn,0.21
2014-01,Glenn,0.22
2014-02,Glenn,5.93
2014-03,Glenn,5.3
2014-04,Glenn,1.36
2014-05,Glenn,0.25
2014-06,Glenn,0.0
2014-07,Glenn,0.0
2014-08,Glenn,0.24
2014-09,Glenn,1.12
2014-10,Glenn,0.49
2014-11,Glenn,3.04
2014-12,Glenn,13.73
2015-01,Glenn,0.11
2015-02,Glenn,3.84
2015-03,Glenn,0.21
2015-04,Glenn,1.7
2015-05,Glenn,0.25
2015-06,Glenn,0.07
2015-07,Glenn,0.18
2015-08,Glenn,0.02
2015-09,Glenn,0.23
2015-10,Glenn,0.11
2015-11,Glenn,1.54
2015-12,Glenn,4.1
2016-01,Glenn,8.9
2016-02,Glenn,0.7
2016-03,Glenn,7.06
2016-04,Glenn,0.88
2016-05,Glenn,1.19
2016-06,Glenn,0.45
2016-07,Glenn,0.0
2016-08,Glenn,0.0
2016-09,Glenn,0.0
2016-10,Glenn,2.94
2016-11,Glenn,3.0
2016-12,Glenn,4.49
2017-01,Glenn,10.5
2017-02,Glenn,9.55
2017-03,Glenn,2.52
2017-04,Glenn,2.67
2017-05,Glenn,0.09
2017-06,Glenn,0.17
2017-07,Glenn,0.0
2017-08,Glenn,0.0
2017-09,Glenn,0.07
2017-10,Glenn,0.34
2017-11,Glenn,2.62
2017-12,Glenn,0.03
2018-01,Glenn,3.64
2018-02,Glenn,0.08
2018-03,Glenn,3.4
2018-04,Glenn,3.33
2018-05,Glenn,0.27
2018-06,Glenn,0.01
2018-07,Glenn,0.0
2018-08,Glenn,0.0
2018-09,Glenn,0.03
2018-10,Glenn,1.06
2018-11,Glenn,4.45
2018-12,Glenn,2.68
2019-01,Glenn,7.86
2019-02,Glenn,14.32
2019-03,Glenn,6.48
2019-04,Glenn,0.49
2019-05,Glenn,2.79
2019-06,Glenn,0.0
2019-07,Glenn,0.0
2019-08,Glenn,0.07
2019-09,Glenn,0.38
2019-10,Glenn,0.02
2019-11,Glenn,1.01
2019-12,Glenn,5.7
2020-01,Glenn,1.72
2020-02,Glenn,0.0
2020-03,Glenn,1.07
2020-04,Glenn,0.62
2020-05,Glenn,1.57
2020-06,Glenn,0.12
2020-07,Glenn,0.0
2020-08,Glenn,0.14
2020-09,Glenn,0.0
2020-10,Glenn,0.01
2020-11,Glenn,0.57
2020-12,Glenn,1.4
2021-01,Glenn,3.4
2021-02,Glenn,0.82
2021-03,Glenn,1.91
2021-04,Glenn,0.26
2021-05,Glenn,0.02
2021-06,Glenn,0.07
2021-07,Glenn,0.0
2021-08,Glenn,0.0
2021-09,Glenn,0.18
2021-10,Glenn,5.76
2013-01,Humboldt,3.21
2013-02,Humboldt,1.89
2013-03,Humboldt,4.27
2013-04,Humboldt,2.86
2013-05,Humboldt,1.61
2013-06,Humboldt,0.86
2013-07,Humboldt,0.01
2013-08,Humboldt,0.36
2013-09,Humboldt,3.48
2013-10,Humboldt,0.05
2013-11,Humboldt,1.7
2013-12,Humboldt,1.0
2014-01,Humboldt,1.79
2014-02,Humboldt,9.16
2014-03,Humboldt,10.35
2014-04,Humboldt,1.93
2014-05,Humboldt,0.8
2014-06,Humboldt,0.38
2014-07,Humboldt,0.05
2014-08,Humboldt,0.01
2014-09,Humboldt,2.91
2014-10,Humboldt,7.58
2014-11,Humboldt,5.67
2014-12,Humboldt,13.96
2015-01,Humboldt,2.13
2015-02,Humboldt,10.79
2015-03,Humboldt,3.68
2015-04,Humboldt,3.29
2015-05,Humboldt,0.38
2015-06,Humboldt,0.17
2015-07,Humboldt,0.38
2015-08,Humboldt,0.47
2015-09,Humboldt,0.62
2015-10,Humboldt,1.1
2015-11,Humboldt,5.43
2015-12,Humboldt,22.11
2016-01,Humboldt,19.71
2016-02,Humboldt,4.29
2016-03,Humboldt,14.58
2016-04,Humboldt,3.52
2016-05,Humboldt,1.41
2016-06,Humboldt,0.3
2016-07,Humboldt,0.31
2016-08,Humboldt,0.01
2016-09,Humboldt,0.04
2016-10,Humboldt,15.75
2016-11,Humboldt,8.89
2016-12,Humboldt,11.05
2017-01,Humboldt,18.42
2017-02,Humboldt,20.69
2017-03,Humboldt,10.95
2017-04,Humboldt,8.43
2017-05,Humboldt,1.4
2017-06,Humboldt,0.79
2017-07,Humboldt,0.05
2017-08,Humboldt,0.36
2017-09,Humboldt,0.97
2017-10,Humboldt,1.87
2017-11,Humboldt,10.53
2017-12,Humboldt,2.26
2018-01,Humboldt,11.12
2018-02,Humboldt,3.08
2018-03,Humboldt,11.26
2018-04,Humboldt,6.23
2018-05,Humboldt,1.19
2018-06,Humboldt,0.42
2018-07,Humboldt,0.02
2018-08,Humboldt,0.02
2018-09,Humboldt,0.56
2018-10,Humboldt,1.29
2018-11,Humboldt,6.96
2018-12,Humboldt,6.47
2019-01,Humboldt,12.3
2019-02,Humboldt,22.52
2019-03,Humboldt,7.79
2019-04,Humboldt,4.03
2019-05,Humboldt,4.57
2019-06,Humboldt,0.01
2019-07,Humboldt,0.02
2019-08,Humboldt,0.35
2019-09,Humboldt,2.42
2019-10,Humboldt,1.88
2019-11,Humboldt,2.76
2019-12,Humboldt,12.83
2020-01,Humboldt,11.7
2020-02,Humboldt,1.1
2020-03,Humboldt,3.81
2020-04,Humboldt,2.59
2020-05,Humboldt,6.02
2020-06,Humboldt,0.52
2020-07,Humboldt,0.03
2020-08,Humboldt,0.06
2020-09,Humboldt,0.69
2020-10,Humboldt,0.51
2020-11,Humboldt,4.26
2020-12,Humboldt,6.37
2021-01,Humboldt,11.38
2021-02,Humboldt,7.52
2021-03,Humboldt,5.85
2021-04,Humboldt,0.91
2021-05,Humboldt,0.35
2021-06,Humboldt,1.12
2021-07,Humboldt,0.13
2021-08,Humboldt,0.04
2021-09,Humboldt,1.6
2021-10,Humboldt,7.4
2013-01,Imperial,0.78
2013-02,Imperial,0.02
2013-03,Imperial,0.05
2013-04,Imperial,0.0
2013-05,Imperial,0.01
2013-06,Imperial,0.0
2013-07,Imperial,0.36
2013-08,Imperial,0.97
2013-09,Imperial,0.53
2013-10,Imperial,0.04
2013-11,Imperial,0.8
2013-12,Imperial,0.04
2014-01,Imperial,0.0
2014-02,Imperial,0.02
2014-03,Imperial,0.04
2014-04,Imperial,0.01
2014-05,Imperial,0.01
2014-06,Imperial,0.0
2014-07,Imperial,0.1
2014-08,Imperial,0.93
2014-09,Imperial,0.39
2014-10,Imperial,0.01
2014-11,Imperial,0.02
2014-12,Imperial,0.53
2015-01,Imperial,0.36
2015-02,Imperial,0.05
2015-03,Imperial,0.63
2015-04,Imperial,0.02
2015-05,Imperial,0.32
2015-06,Imperial,0.06
2015-07,Imperial,0.37
2015-08,Imperial,0.02
2015-09,Imperial,0.1
2015-10,Imperial,0.17
2015-11,Imperial,0.04
2015-12,Imperial,0.07
2016-01,Imperial,0.94
2016-02,Imperial,0.01
2016-03,Imperial,0.01
2016-04,Imperial,0.26
2016-05,Imperial,0.05
2016-06,Imperial,0.0
2016-07,Imperial,0.08
2016-08,Imperial,0.03
2016-09,Imperial,0.2
2016-10,Imperial,0.06
2016-11,Imperial,0.03
2016-12,Imperial,1.39
2017-01,Imperial,1.11
2017-02,Imperial,0.94
2017-03,Imperial,0.04
2017-04,Imperial,0.0
2017-05,Imperial,0.12
2017-06,Imperial,0.0
2017-07,Imperial,0.23
2017-08,Imperial,0.18
2017-09,Imperial,0.2
2017-10,Imperial,0.0
2017-11,Imperial,0.0
2017-12,Imperial,0.0
2018-01,Imperial,0.17
2018-02,Imperial,0.03
2018-03,Imperial,0.05
2018-04,Imperial,0.03
2018-05,Imperial,0.0
2018-06,Imperial,0.0
2018-07,Imperial,0.12
2018-08,Imperial,0.11
2018-09,Imperial,0.21
2018-10,Imperial,0.4
2018-11,Imperial,0.02
2018-12,Imperial,0.93
2019-01,Imperial,0.65
2019-02,Imperial,0.59
2019-03,Imperial,0.21
2019-04,Imperial,0.07
2019-05,Imperial,0.05
2019-06,Imperial,0.0
2019-07,Imperial,0.04
2019-08,Imperial,0.0
2019-09,Imperial,0.58
2019-10,Imperial,0.0
2019-11,Imperial,0.98
2019-12,Imperial,0.59
2020-01,Imperial,0.02
2020-02,Imperial,0.46
2020-03,Imperial,1.78
2020-04,Imperial,0.38
2020-05,Imperial,0.0
2020-06,Imperial,0.0
2020-07,Imperial,0.0
2020-08,Imperial,0.0
2020-09,Imperial,0.0
2020-10,Imperial,0.0
2020-11,Imperial,0.01
2020-12,Imperial,0.04
2021-01,Imperial,1.22
2021-02,Imperial,0.01
2021-03,Imperial,0.06
2021-04,Imperial,0.01
2021-05,Imperial,0.0
2021-06,Imperial,0.01
2021-07,Imperial,0.29
2021-08,Imperial,0.31
2021-09,Imperial,0.17
2021-10,Imperial,0.05
2013-01,Inyo,0.38
2013-02,Inyo,0.03
2013-03,Inyo,0.3
2013-04,Inyo,0.02
2013-05,Inyo,0.14
2013-06,Inyo,0.0
2013-07,Inyo,1.17
2013-08,Inyo,0.5
2013-09,Inyo,0.19
2013-10,Inyo,0.18
2013-11,Inyo,0.53
2013-12,Inyo,0.08
2014-01,Inyo,0.09
2014-02,Inyo,0.39
2014-03,Inyo,0.84
2014-04,Inyo,0.17
2014-05,Inyo,0.2
2014-06,Inyo,0.0
2014-07,Inyo,0.5
2014-08,Inyo,0.73
2014-09,Inyo,0.37
2014-10,Inyo,0.0
2014-11,Inyo,0.05
2014-12,Inyo,1.34
2015-01,Inyo,0.64
2015-02,Inyo,0.48
2015-03,Inyo,0.23
2015-04,Inyo,0.06
2015-05,Inyo,0.73
2015-06,Inyo,0.1
2015-07,Inyo,1.12
2015-08,Inyo,0.07
2015-09,Inyo,0.04
2015-10,Inyo,1.44
2015-11,Inyo,0.16
2015-12,Inyo,0.1
2016-01,Inyo,1.02
2016-02,Inyo,0.56
2016-03,Inyo,0.29
2016-04,Inyo,0.98
2016-05,Inyo,0.26
2016-06,Inyo,0.27
2016-07,Inyo,0.11
2016-08,Inyo,0.04
2016-09,Inyo,0.02
2016-10,Inyo,0.31
2016-11,Inyo,0.18
2016-12,Inyo,0.87
2017-01,Inyo,3.87
2017-02,Inyo,1.89
2017-03,Inyo,0.06
2017-04,Inyo,0.56
2017-05,Inyo,0.39
2017-06,Inyo,0.01
2017-07,Inyo,0.12
2017-08,Inyo,0.31
2017-09,Inyo,0.31
2017-10,Inyo,0.0
2017-11,Inyo,0.15
2017-12,Inyo,0.01
2018-01,Inyo,0.91
2018-02,Inyo,0.13
2018-03,Inyo,1.16
2018-04,Inyo,0.25
2018-05,Inyo,0.24
2018-06,Inyo,0.0
2018-07,Inyo,0.67
2018-08,Inyo,0.02
2018-09,Inyo,0.03
2018-10,Inyo,0.33
2018-11,Inyo,0.41
2018-12,Inyo,0.37
2019-01,Inyo,1.64
2019-02,Inyo,2.2
2019-03,Inyo,2.37
2019-04,Inyo,0.17
2019-05,Inyo,1.12
2019-06,Inyo,0.04
2019-07,Inyo,0.07
2019-08,Inyo,0.15
2019-09,Inyo,0.03
2019-10,Inyo,0.0
2019-11,Inyo,0.99
2019-12,Inyo,1.22
2020-01,Inyo,0.05
2020-02,Inyo,0.25
2020-03,Inyo,1.24
2020-04,Inyo,0.96
2020-05,Inyo,0.05
2020-06,Inyo,0.07
2020-07,Inyo,0.0
2020-08,Inyo,0.01
2020-09,Inyo,0.0
2020-10,Inyo,0.0
2020-11,Inyo,0.1
2020-12,Inyo,0.26
2021-01,Inyo,0.66
2021-02,Inyo,0.13
2021-03,Inyo,0.28
2021-04,Inyo,0.04
2021-05,Inyo,0.01
2021-06,Inyo,0.01
2021-07,Inyo,1.02
2021-08,Inyo,0.02
2021-09,Inyo,0.08
2021-10,Inyo,0.42
2013-01,Kern,0.81
2013-02,Kern,0.43
2013-03,Kern,0.65
2013-04,Kern,0.08
2013-05,Kern,0.14
2013-06,Kern,0.0
2013-07,Kern,0.11
2013-08,Kern,0.13
2013-09,Kern,0.06
2013-10,Kern,0.09
2013-11,Kern,0.83
2013-12,Kern,0.27
2014-01,Kern,0.16
2014-02,Kern,0.9
2014-03,Kern,0.98
2014-04,Kern,0.59
2014-05,Kern,0.19
2014-06,Kern,0.0
2014-07,Kern,0.0
2014-08,Kern,0.09
2014-09,Kern,0.01
2014-10,Kern,0.04
2014-11,Kern,0.42
2014-12,Kern,2.79
2015-01,Kern,0.81
2015-02,Kern,0.86
2015-03,Kern,0.31
2015-04,Kern,0.21
2015-05,Kern,0.5
2015-06,Kern,0.05
2015-07,Kern,0.5
2015-08,Kern,0.0
2015-09,Kern,0.18
2015-10,Kern,0.58
2015-11,Kern,0.76
2015-12,Kern,0.8
2016-01,Kern,2.49
2016-02,Kern,0.7
2016-03,Kern,1.09
2016-04,Kern,0.92
2016-05,Kern,0.3
2016-06,Kern,0.0
2016-07,Kern,0.0
2016-08,Kern,0.0
2016-09,Kern,0.0
2016-10,Kern,0.42
2016-11,Kern,0.73
2016-12,Kern,2.56
2017-01,Kern,5.12
2017-02,Kern,3.05
2017-03,Kern,0.45
2017-04,Kern,0.25
2017-05,Kern,0.18
2017-06,Kern,0.01
2017-07,Kern,0.01
2017-08,Kern,0.05
2017-09,Kern,0.32
2017-10,Kern,0.01
2017-11,Kern,0.2
2017-12,Kern,0.03
2018-01,Kern,1.53
2018-02,Kern,0.35
2018-03,Kern,2.67
2018-04,Kern,0.31
2018-05,Kern,0.11
2018-06,Kern,0.0
2018-07,Kern,0.08
2018-08,Kern,0.0
2018-09,Kern,0.0
2018-10,Kern,0.06
2018-11,Kern,0.82
2018-12,Kern,1.1
2019-01,Kern,2.8
2019-02,Kern,2.95
2019-03,Kern,2.12
2019-04,Kern,0.24
2019-05,Kern,1.26
2019-06,Kern,0.1
2019-07,Kern,0.01
2019-08,Kern,0.0
2019-09,Kern,0.01
2019-10,Kern,0.0
2019-11,Kern,1.47
2019-12,Kern,2.36
2020-01,Kern,0.31
2020-02,Kern,0.14
2020-03,Kern,2.39
2020-04,Kern,2.25
2020-05,Kern,0.13
2020-06,Kern,0.05
2020-07,Kern,0.0
2020-08,Kern,0.02
2020-09,Kern,0.0
2020-10,Kern,0.0
2020-11,Kern,0.26
2020-12,Kern,0.5
2021-01,Kern,1.27
2021-02,Kern,0.1
2021-03,Kern,0.76
2021-04,Kern,0.2
2021-05,Kern,0.0
2021-06,Kern,0.05
2021-07,Kern,0.12
2021-08,Kern,0.0
2021-09,Kern,0.01
2021-10,Kern,1.11
2013-01,Kings,0.34
2013-02,Kings,0.46
2013-03,Kings,0.85
2013-04,Kings,0.06
2013-05,Kings,0.32
2013-06,Kings,0.0
2013-07,Kings,0.01
2013-08,Kings,0.0
2013-09,Kings,0.0
2013-10,Kings,0.01
2013-11,Kings,0.23
2013-12,Kings,0.09
2014-01,Kings,0.11
2014-02,Kings,1.36
2014-03,Kings,0.73
2014-04,Kings,0.24
2014-05,Kings,0.01
2014-06,Kings,0.0
2014-07,Kings,0.0
2014-08,Kings,0.0
2014-09,Kings,0.01
2014-10,Kings,0.34
2014-11,Kings,0.89
2014-12,Kings,2.46
2015-01,Kings,0.17
2015-02,Kings,0.72
2015-03,Kings,0.25
2015-04,Kings,0.48
2015-05,Kings,0.28
2015-06,Kings,0.03
2015-07,Kings,0.08
2015-08,Kings,0.01
2015-09,Kings,0.01
2015-10,Kings,0.58
2015-11,Kings,0.79
2015-12,Kings,1.18
2016-01,Kings,2.39
2016-02,Kings,0.35
2016-03,Kings,1.18
2016-04,Kings,0.48
2016-05,Kings,0.24
2016-06,Kings,0.03
2016-07,Kings,0.0
2016-08,Kings,0.0
2016-09,Kings,0.0
2016-10,Kings,0.74
2016-11,Kings,0.87
2016-12,Kings,1.33
2017-01,Kings,3.74
2017-02,Kings,2.57
2017-03,Kings,0.61
2017-04,Kings,0.7
2017-05,Kings,0.34
2017-06,Kings,0.01
2017-07,Kings,0.0
2017-08,Kings,0.0
2017-09,Kings,0.07
2017-10,Kings,0.03
2017-11,Kings,0.1
2017-12,Kings,0.04
2018-01,Kings,1.08
2018-02,Kings,0.17
2018-03,Kings,2.26
2018-04,Kings,0.34
2018-05,Kings,0.0
2018-06,Kings,0.0
2018-07,Kings,0.0
2018-08,Kings,0.0
2018-09,Kings,0.0
2018-10,Kings,0.08
2018-11,Kings,1.27
2018-12,Kings,0.41
2019-01,Kings,1.66
2019-02,Kings,2.21
2019-03,Kings,1.37
2019-04,Kings,0.29
2019-05,Kings,1.36
2019-06,Kings,0.09
2019-07,Kings,0.0
2019-08,Kings,0.0
2019-09,Kings,0.0
2019-10,Kings,0.0
2019-11,Kings,0.77
2019-12,Kings,1.94
2020-01,Kings,0.55
2020-02,Kings,0.01
2020-03,Kings,2.07
2020-04,Kings,1.29
2020-05,Kings,0.06
2020-06,Kings,0.0
2020-07,Kings,0.0
2020-08,Kings,0.0
2020-09,Kings,0.0
2020-10,Kings,0.0
2020-11,Kings,0.25
2020-12,Kings,0.31
2021-01,Kings,2.36
2021-02,Kings,0.03
2021-03,Kings,0.78
2021-04,Kings,0.13
2021-05,Kings,0.0
2021-06,Kings,0.0
2021-07,Kings,0.0
2021-08,Kings,0.0
2021-09,Kings,0.0
2021-10,Kings,0.86
2013-01,Lake,2.01
2013-02,Lake,1.06
2013-03,Lake,3.02
2013-04,Lake,1.5
2013-05,Lake,0.41
2013-06,Lake,1.11
2013-07,Lake,0.04
2013-08,Lake,0.01
2013-09,Lake,1.17
2013-10,Lake,0.0
2013-11,Lake,1.4
2013-12,Lake,0.62
2014-01,Lake,0.58
2014-02,Lake,11.62
2014-03,Lake,8.31
2014-04,Lake,2.04
2014-05,Lake,0.11
2014-06,Lake,0.0
2014-07,Lake,0.0
2014-08,Lake,0.2
2014-09,Lake,1.01
2014-10,Lake,1.52
2014-11,Lake,4.88
2014-12,Lake,18.23
2015-01,Lake,0.46
2015-02,Lake,6.44
2015-03,Lake,0.55
2015-04,Lake,2.52
2015-05,Lake,0.21
2015-06,Lake,0.08
2015-07,Lake,0.17
2015-08,Lake,0.15
2015-09,Lake,0.72
2015-10,Lake,0.26
2015-11,Lake,2.42
2015-12,Lake,11.38
2016-01,Lake,14.73
2016-02,Lake,2.02
2016-03,Lake,14.0
2016-04,Lake,1.35
2016-05,Lake,0.93
2016-06,Lake,0.26
2016-07,Lake,0.0
2016-08,Lake,0.0
2016-09,Lake,0.0
2016-10,Lake,7.48
2016-11,Lake,5.18
2016-12,Lake,9.39
2017-01,Lake,22.13
2017-02,Lake,17.09
2017-03,Lake,4.67
2017-04,Lake,5.61
2017-05,Lake,0.03
2017-06,Lake,0.28
2017-07,Lake,0.0
2017-08,Lake,0.0
2017-09,Lake,0.04
2017-10,Lake,0.42
2017-11,Lake,6.45
2017-12,Lake,0.27
2018-01,Lake,8.1
2018-02,Lake,0.56
2018-03,Lake,7.41
2018-04,Lake,5.53
2018-05,Lake,0.24
2018-06,Lake,0.01
2018-07,Lake,0.0
2018-08,Lake,0.0
2018-09,Lake,0.16
2018-10,Lake,1.41
2018-11,Lake,5.89
2018-12,Lake,5.06
2019-01,Lake,11.76
2019-02,Lake,20.47
2019-03,Lake,8.86
2019-04,Lake,1.9
2019-05,Lake,5.15
2019-06,Lake,0.01
2019-07,Lake,0.0
2019-08,Lake,0.26
2019-09,Lake,0.35
2019-10,Lake,0.07
2019-11,Lake,1.66
2019-12,Lake,10.46
2020-01,Lake,5.04
2020-02,Lake,0.02
2020-03,Lake,2.22
2020-04,Lake,1.41
2020-05,Lake,2.58
2020-06,Lake,0.02
2020-07,Lake,0.0
2020-08,Lake,0.36
2020-09,Lake,0.02
2020-10,Lake,0.03
2020-11,Lake,1.72
2020-12,Lake,3.6
2021-01,Lake,6.07
2021-02,Lake,3.09
2021-03,Lake,3.29
2021-04,Lake,0.41
2021-05,Lake,0.01
2021-06,Lake,0.05
2021-07,Lake,0.0
2021-08,Lake,0.0
2021-09,Lake,0.3
2021-10,Lake,10.09
2013-01,Lassen,1.03
2013-02,Lassen,0.3
2013-03,Lassen,0.69
2013-04,Lassen,0.92
2013-05,Lassen,1.33
2013-06,Lassen,1.06
2013-07,Lassen,0.58
2013-08,Lassen,0.67
2013-09,Lassen,0.52
2013-10,Lassen,0.41
2013-11,Lassen,0.81
2013-12,Lassen,0.23
2014-01,Lassen,0.75
2014-02,Lassen,3.08
2014-03,Lassen,3.64
2014-04,Lassen,1.32
2014-05,Lassen,1.04
2014-06,Lassen,0.22
2014-07,Lassen,0.27
2014-08,Lassen,0.8
2014-09,Lassen,0.52
2014-10,Lassen,1.11
2014-11,Lassen,1.97
2014-12,Lassen,5.58
2015-01,Lassen,0.13
2015-02,Lassen,2.57
2015-03,Lassen,0.57
2015-04,Lassen,0.91
2015-05,Lassen,2.72
2015-06,Lassen,0.74
2015-07,Lassen,1.36
2015-08,Lassen,0.05
2015-09,Lassen,0.31
2015-10,Lassen,1.08
2015-11,Lassen,2.23
2015-12,Lassen,4.56
2016-01,Lassen,5.09
2016-02,Lassen,1.07
2016-03,Lassen,3.62
2016-04,Lassen,1.79
2016-05,Lassen,2.05
2016-06,Lassen,0.56
2016-07,Lassen,0.02
2016-08,Lassen,0.04
2016-09,Lassen,0.04
2016-10,Lassen,3.71
2016-11,Lassen,1.56
2016-12,Lassen,4.08
2017-01,Lassen,7.83
2017-02,Lassen,7.03
2017-03,Lassen,2.41
2017-04,Lassen,3.78
2017-05,Lassen,0.53
2017-06,Lassen,0.66
2017-07,Lassen,0.16
2017-08,Lassen,0.79
2017-09,Lassen,0.5
2017-10,Lassen,0.58
2017-11,Lassen,3.73
2017-12,Lassen,0.47
2018-01,Lassen,2.65
2018-02,Lassen,0.48
2018-03,Lassen,3.44
2018-04,Lassen,3.69
2018-05,Lassen,2.79
2018-06,Lassen,0.32
2018-07,Lassen,0.07
2018-08,Lassen,0.01
2018-09,Lassen,0.0
2018-10,Lassen,1.08
2018-11,Lassen,1.98
2018-12,Lassen,2.37
2019-01,Lassen,4.32
2019-02,Lassen,6.4
2019-03,Lassen,2.9
2019-04,Lassen,2.15
2019-05,Lassen,3.1
2019-06,Lassen,0.46
2019-07,Lassen,0.04
2019-08,Lassen,0.22
2019-09,Lassen,1.76
2019-10,Lassen,0.17
2019-11,Lassen,0.29
2019-12,Lassen,3.76
2020-01,Lassen,2.27
2020-02,Lassen,0.07
2020-03,Lassen,2.06
2020-04,Lassen,0.91
2020-05,Lassen,1.48
2020-06,Lassen,0.39
2020-07,Lassen,0.1
2020-08,Lassen,0.1
2020-09,Lassen,0.0
2020-10,Lassen,0.04
2020-11,Lassen,1.13
2020-12,Lassen,2.26
2021-01,Lassen,2.64
2021-02,Lassen,1.74
2021-03,Lassen,1.5
2021-04,Lassen,0.53
2021-05,Lassen,0.33
2021-06,Lassen,0.34
2021-07,Lassen,0.16
2021-08,Lassen,0.02
2021-09,Lassen,0.86
2021-10,Lassen,4.15
2013-01,Los Angeles,1.29
2013-02,Los Angeles,0.48
2013-03,Los Angeles,0.75
2013-04,Los Angeles,0.03
2013-05,Los Angeles,0.55
2013-06,Los Angeles,0.0
2013-07,Los Angeles,0.13
2013-08,Los Angeles,0.04
2013-09,Los Angeles,0.01
2013-10,Los Angeles,0.23
2013-11,Los Angeles,1.13
2013-12,Los Angeles,0.31
2014-01,Los Angeles,0.07
2014-02,Los Angeles,2.76
2014-03,Los Angeles,1.26
2014-04,Los Angeles,0.51
2014-05,Los Angeles,0.17
2014-06,Los Angeles,0.0
2014-07,Los Angeles,0.01
2014-08,Los Angeles,0.14
2014-09,Los Angeles,0.05
2014-10,Los Angeles,0.1
2014-11,Los Angeles,0.55
2014-12,Los Angeles,4.7
2015-01,Los Angeles,1.39
2015-02,Los Angeles,0.78
2015-03,Los Angeles,0.64
2015-04,Los Angeles,0.23
2015-05,Los Angeles,0.72
2015-06,Los Angeles,0.04
2015-07,Los Angeles,0.36
2015-08,Los Angeles,0.01
2015-09,Los Angeles,1.0
2015-10,Los Angeles,0.6
2015-11,Los Angeles,0.29
2015-12,Los Angeles,1.05
2016-01,Los Angeles,3.47
2016-02,Los Angeles,0.84
2016-03,Los Angeles,1.93
2016-04,Los Angeles,0.43
2016-05,Los Angeles,0.31
2016-06,Los Angeles,0.01
2016-07,Los Angeles,0.0
2016-08,Los Angeles,0.0
2016-09,Los Angeles,0.01
2016-10,Los Angeles,0.48
2016-11,Los Angeles,1.08
2016-12,Los Angeles,4.03
2017-01,Los Angeles,7.83
2017-02,Los Angeles,4.64
2017-03,Los Angeles,0.28
2017-04,Los Angeles,0.11
2017-05,Los Angeles,0.36
2017-06,Los Angeles,0.03
2017-07,Los Angeles,0.01
2017-08,Los Angeles,0.09
2017-09,Los Angeles,0.24
2017-10,Los Angeles,0.02
2017-11,Los Angeles,0.07
2017-12,Los Angeles,0.01
2018-01,Los Angeles,2.12
2018-02,Los Angeles,0.37
2018-03,Los Angeles,3.8
2018-04,Los Angeles,0.06
2018-05,Los Angeles,0.17
2018-06,Los Angeles,0.0
2018-07,Los Angeles,0.01
2018-08,Los Angeles,0.0
2018-09,Los Angeles,0.0
2018-10,Los Angeles,0.4
2018-11,Los Angeles,1.45
2018-12,Los Angeles,2.41
